2025 Rank,[2025] Emoji,Rank Change from 2024,Shares Count,% of Total Shares,[2024] Top Emoji
2402,🙅🏾‍♀️,-163,"1,487",0.0002%,🧑🏻‍🦰
2403,🏊🏼,146,"1,485",0.0002%,💇🏼‍♀️
2404,👳🏻‍♀️,15,"1,484",0.0002%,👩‍⚖️
2405,👩‍🔧,-61,"1,475",0.0002%,🤵🏻‍♀️
2406,🚣🏻,45,"1,472",0.0002%,👰🏿‍♂️
2407,🤽🏻,-62,"1,465",0.0002%,🧛‍♀️
2408,🙆🏾,-48,"1,464",0.0002%,🦻🏿
2409,💂🏻‍♀️,154,"1,448",0.0002%,👩‍🦼
2410,🦵🏾,2,"1,444",0.0002%,🫅🏾
2411,👷🏻‍♀️,84,"1,442",0.0002%,🚴🏻‍♂️
2412,🙎🏼,33,"1,439",0.0002%,🦵🏾
2413,💆🏾‍♂️,10,"1,439",0.0002%,💆🏼
2414,🏇🏼,-71,"1,438",0.0002%,🧑🏻‍🔧
2415,💁🏼,-54,"1,436",0.0002%,👨‍💻
2416,👩🏻‍🚒,30,"1,434",0.0002%,🙆🏿
2417,🙍🏽,92,"1,426",0.0002%,🤸🏾‍♀️
2418,🏄🏾,169,"1,422",0.0002%,🧔🏽‍♀️
2419,🧖🏼‍♀️,-29,"1,417",0.0002%,👳🏻‍♀️
2420,🙇🏿‍♂️,-54,"1,406",0.0002%,🦹‍♂️
2421,🧒🏼,-20,"1,405",0.0002%,👨‍🦲
2422,👨‍💻,-7,"1,405",0.0002%,🧎‍♀️
2423,🙍‍♂️,7,"1,402",0.0002%,💆🏾‍♂️
2424,👨‍🏫,52,"1,396",0.0002%,🧍🏿
2425,🤶🏽,-150,"1,394",0.0002%,🙇🏿
2426,💁🏼‍♂️,-26,"1,393",0.0002%,👩🏻‍🦽
2427,🕵🏻‍♀️,17,"1,392",0.0002%,🧖‍♀️
2428,👰🏿‍♂️,-22,"1,391",0.0002%,🤱🏿
2429,🙇🏿,-4,"1,385",0.0002%,🙆🏾‍♀️
2430,🏊🏼‍♀️,3,"1,381",0.0002%,🙍‍♂️
2431,🧑🏻‍🦼,74,"1,379",0.0002%,🫱🏾
2432,🫱🏿,-124,"1,376",0.0002%,🧛🏻‍♂️
2433,🧏🏿‍♂️,-265,"1,376",0.0002%,🏊🏼‍♀️
2434,🫳🏿,-86,"1,372",0.0002%,🧖🏽‍♀️
2435,👐🏿,-80,"1,369",0.0002%,🤹🏻‍♀️
2436,🧝‍♀️,149,"1,365",0.0002%,🧕🏾
2437,🧑🏼‍🦲,-127,"1,360",0.0002%,🙎‍♂️
2438,🚴🏼‍♀️,33,"1,356",0.0002%,🏂🏼
2439,🧔🏿‍♂️,13,"1,352",0.0002%,🧑🏻‍🌾
2440,💆🏾‍♀️,2,"1,351",0.0002%,🤶🏾
2441,💁🏾‍♀️,-88,"1,350",0.0002%,🧑🏻‍🎓
2442,🚴🏼,47,"1,346",0.0002%,💆🏾‍♀️
2443,👩‍⚖️,-39,"1,346",0.0002%,🧑🏻‍🎤
2444,🤴🏿,-250,"1,345",0.0002%,🕵🏻‍♀️
2445,👴🏿,-237,"1,344",0.0002%,🙎🏼
2446,🙍🏽‍♂️,87,"1,341",0.0002%,👩🏻‍🚒
2447,🏊🏾‍♂️,562,"1,340",0.0002%,🧏🏿‍♀️
2448,💇🏼‍♀️,-45,"1,334",0.0002%,🦸🏼‍♀️
2449,👨🏻‍🍳,-71,"1,324",0.0002%,🙋🏿‍♀️
2450,🧜‍♂️,189,"1,319",0.0002%,🙎🏽‍♂️
2451,🧑🏾‍🎄,-209,"1,312",0.0002%,🚣🏻
2452,👩‍🦱,18,"1,307",0.0002%,🧔🏿‍♂️
2453,🕵️‍♂️,7,"1,306",0.0002%,🏌🏻‍♀️
2454,🙋🏿‍♀️,-5,"1,302",0.0002%,🚶🏽‍♂️
2455,🤸🏽,42,"1,301",0.0002%,🧒🏿
2456,🏋🏽‍♀️,-64,"1,299",0.0002%,👰🏿
2457,🫄🏽,15,"1,295",0.0002%,🦶🏾
2458,🏌🏻‍♂️,82,"1,293",0.0002%,🏄🏼
2459,🫅🏾,-49,"1,290",0.0002%,👨‍🎓
2460,💁‍♂️,-158,"1,289",0.0002%,🕵️‍♂️
2461,🫅🏿,-138,"1,289",0.0002%,👨‍⚕️
2462,🧓🏼,-85,"1,284",0.0002%,⛹️‍♀️
2463,🚶🏽,-87,"1,277",0.0002%,🤳🏾
2464,🕴🏾,77,"1,262",0.0002%,🤶🏿
2465,👨‍🦽,69,"1,254",0.0002%,🧑🏿
2466,💇‍♂️,72,"1,253",0.0002%,🤵🏼
2467,🧎‍♀️,-45,"1,247",0.0002%,🧝🏻
2468,👩🏻‍❤️‍💋‍👩🏻,-80,"1,235",0.0002%,🫃🏼
2469,👩🏻‍🌾,49,"1,233",0.0002%,🧔🏿‍♀️
2470,🏂🏿,372,"1,231",0.0002%,👩‍🦱
2471,🦻🏿,-63,"1,227",0.0002%,🚴🏼‍♀️
2472,💇🏻‍♂️,8,"1,205",0.0002%,🫄🏽
2473,🙎🏽,28,"1,201",0.0002%,🙍🏿‍♂️
2474,🧔‍♀️,3,"1,201",0.0002%,🖖🏾
2475,👱🏼‍♀️,-123,"1,200",0.0002%,🧜🏽‍♀️
2476,🫱🏼‍🫲🏽,18,"1,199",0.0002%,👨‍🏫
2477,👐🏾,-83,"1,196",0.0002%,🧔‍♀️
2478,👩🏻‍🚀,76,"1,193",0.0002%,🧘🏼
2479,👨🏻‍💻,5,"1,191",0.0002%,🏄🏽
2480,🦹‍♀️,41,"1,190",0.0002%,💇🏻‍♂️
2481,🧑🏻‍🌾,-42,"1,186",0.0002%,👴🏽
2482,🏊🏽‍♀️,254,"1,183",0.0002%,👷🏻‍♂️
2483,🫲🏾,23,"1,182",0.0002%,👸🏿
2484,👩🏻‍❤️‍👩🏻,26,"1,180",0.0002%,👨🏻‍💻
2485,🧏🏾‍♀️,-173,"1,179",0.0002%,🧔🏿
2486,👨🏻‍🍼,81,"1,177",0.0002%,🧛🏼‍♀️
2487,🧘🏼,-9,"1,174",0.0002%,🧗🏻‍♀️
2488,🚶🏽‍♂️,-34,"1,171",0.0002%,👩🏼‍🍼
2489,🙆🏿‍♂️,-183,"1,169",0.0002%,🚴🏼
2490,🧒🏽,26,"1,167",0.0002%,👩🏼‍🦰
2491,🧛🏻‍♂️,-59,"1,166",0.0002%,🧑🏻‍🚀
2492,⛹️‍♀️,-30,"1,165",0.0002%,👭🏻
2493,🧖‍♀️,-66,"1,162",0.0002%,🧑🏼
2494,👭🏻,-2,"1,162",0.0002%,🫱🏼‍🫲🏽
2495,🫳🏾,27,"1,158",0.0002%,👷🏻‍♀️
2496,🏃🏿‍♀️,-112,"1,153",0.0002%,👩🏼‍🏫
2497,👨🏿,-242,"1,151",0.0002%,🤸🏽
2498,🤱🏾,14,"1,150",0.0002%,👩🏻‍❤️‍👨🏽
2499,🧖🏽‍♀️,-65,"1,148",0.0002%,🙇🏿‍♀️
2500,🧑🏽‍🦲,-107,"1,147",0.0002%,👩🏾‍🦲
2501,🧑🏻‍🚀,-10,"1,146",0.0002%,🙎🏽
2502,🧎🏻‍♂️,75,"1,139",0.0002%,👩🏾
2503,👩‍🍼,-140,"1,138",0.0002%,🧚🏼
2504,🙎‍♂️,-67,"1,134",0.0002%,🧗🏻
2505,👩🏻‍⚖️,101,"1,127",0.0002%,🧑🏻‍🦼
2506,👩🏻‍🎨,73,"1,126",0.0002%,🫲🏾
2507,🧍🏿‍♀️,-222,"1,124",0.0002%,👩🏿
2508,🧔🏿,-23,"1,124",0.0002%,🙍🏿
2509,🙍🏿,-1,"1,123",0.0002%,🙍🏽
2510,🧍🏾,64,"1,122",0.0002%,👩🏻‍❤️‍👩🏻
2511,🙍🏼,2,"1,119",0.0002%,👰🏽‍♂️
2512,🤵🏼,-46,"1,119",0.0002%,🤱🏾
2513,🧙🏼‍♀️,40,"1,117",0.0002%,🙍🏼
2514,🦻🏽,46,"1,117",0.0002%,👨‍🔧
2515,🧑🏿‍🎄,-241,"1,117",0.0002%,🤽🏻‍♀️
2516,🚣🏻‍♀️,13,"1,115",0.0002%,🧒🏽
2517,🧚🏼‍♂️,249,"1,111",0.0002%,🙅🏿‍♀️
2518,🙎🏽‍♂️,-68,"1,102",0.0002%,👩🏻‍🌾
2519,🫃🏽,4,"1,101",0.0002%,💁🏾‍♂️
2520,🫱🏾,-89,"1,096",0.0002%,👩🏼‍⚕️
2521,🦹‍♂️,-101,"1,095",0.0002%,🦹‍♀️
2522,🫱🏼‍🫲🏻,79,"1,093",0.0002%,🫳🏾
2523,🏄‍♀️,7,"1,089",0.0002%,🫃🏽
2524,👵🏽,4,"1,081",0.0002%,👨🏻‍🦱
2525,🧍🏽‍♂️,-210,"1,079",0.0002%,👨🏽‍🦲
2526,🚶🏾,144,"1,075",0.0002%,👳🏿‍♂️
2527,🙍🏾‍♂️,208,"1,072",0.0002%,👨‍🚒
2528,🧛‍♂️,-129,"1,060",0.0002%,👵🏽
2529,🙍🏿‍♂️,-56,"1,060",0.0002%,🚣🏻‍♀️
2530,🧗🏻‍♀️,-43,"1,056",0.0002%,🏄‍♀️
2531,🧑🏻‍✈️,24,"1,054",0.0002%,👮🏼
2532,👦🏼,15,"1,054",0.0002%,🚶🏾‍♂️
2533,🧔🏿‍♀️,-64,"1,053",0.0002%,🙍🏽‍♂️
2534,👨🏻‍🦽,135,"1,051",0.0002%,👨‍🦽
2535,👫🏻,-146,"1,051",0.0002%,🦸🏼
2536,🤽🏻‍♀️,-21,"1,049",0.0002%,🧍🏼‍♂️
2537,🏌️‍♂️,82,"1,048",0.0002%,👩🏽‍❤️‍💋‍👨🏽
2538,🧔🏽,69,"1,046",0.0002%,💇‍♂️
2539,🧑🏻‍💼,81,"1,045",0.0002%,🙆🏿‍♀️
2540,👩🏼‍🏫,-44,"1,040",0.0002%,🏌🏻‍♂️
2541,👨‍🎓,-82,"1,040",0.0002%,🕴🏾
2542,👨🏻‍🦯,151,"1,037",0.0002%,🙎🏾‍♂️
2543,👨‍🔧,-29,"1,037",0.0002%,👩🏼‍🍳
2544,🧍🏿‍♂️,-313,"1,033",0.0002%,🧑🏽
2545,🧑🏻‍🏭,59,"1,024",0.0002%,👦🏽
2546,👨‍🦲,-125,"1,022",0.0002%,🏇🏽
2547,🧍🏾‍♀️,-164,"1,020",0.0002%,👦🏼
2548,👩🏻‍🦼,30,"1,014",0.0002%,🫱🏻‍🫲🏽
2549,🧎🏼‍♀️,31,"1,012",0.0002%,🏊🏼
2550,🚴🏽,202,"1,010",0.0002%,👰‍♂️
2551,👨‍⚕️,-90,"1,009",0.0002%,🧖🏻‍♂️
2552,👦🏿,-194,"1,008",0.0002%,👰🏽‍♀️
2553,💆🏼‍♂️,13,"1,005",0.0002%,🧙🏼‍♀️
2554,👴🏽,-73,"1,001",0.0002%,👩🏻‍🚀
2555,🧖🏻‍♂️,-4,998,0.0001%,🧑🏻‍✈️
2556,🧔🏼,206,998,0.0001%,👨‍🎤
2557,👩🏽‍❤️‍💋‍👨🏽,-20,992,0.0001%,🧍🏾‍♂️
2558,🦸🏼‍♀️,-110,989,0.0001%,👨‍🦯
2559,👩🏻‍✈️,82,985,0.0001%,👨🏻‍🏫
2560,🏌🏾‍♂️,253,981,0.0001%,🦻🏽
2561,🧑🏻‍⚖️,42,977,0.0001%,🧖🏼
2562,👨‍🦯,-4,976,0.0001%,🏋🏽
2563,💂‍♂️,27,975,0.0001%,💂🏻‍♀️
2564,🤸🏿,7,974,0.0001%,👨🏻‍⚕️
2565,👰🏿,-109,974,0.0001%,🏇🏿
2566,🤸🏼‍♂️,65,973,0.0001%,💆🏼‍♂️
2567,🤾‍♀️,43,963,0.0001%,👨🏻‍🍼
2568,👩🏽‍❤️‍👨🏻,221,960,0.0001%,🤵🏿
2569,🧍🏿,-145,958,0.0001%,🏄🏼‍♀️
2570,👨🏽‍🏫,286,955,0.0001%,💆🏾
2571,🏋🏽,-9,953,0.0001%,🤸🏿
2572,🫃🏼,-104,953,0.0001%,🚵🏻
2573,💆🏾,-3,950,0.0001%,🤸🏿‍♀️
2574,🏋🏽‍♂️,34,944,0.0001%,🧍🏾
2575,🕵️‍♀️,6,942,0.0001%,🙎🏿
2576,🧚🏾‍♀️,257,941,0.0001%,🫃🏾
2577,🦹🏻‍♂️,9,934,0.0001%,🧎🏻‍♂️
2578,🫱🏻‍🫲🏽,-30,934,0.0001%,👩🏻‍🦼
2579,👩🏼‍🍼,-91,929,0.0001%,👩🏻‍🎨
2580,🤹🏻‍♂️,76,927,0.0001%,🧎🏼‍♀️
2581,🫱🏽‍🫲🏾,110,926,0.0001%,🕵️‍♀️
2582,👦🏽,-37,926,0.0001%,👮🏼‍♂️
2583,👨‍🎤,-27,926,0.0001%,👷‍♂️
2584,💇🏽‍♀️,54,925,0.0001%,🚶🏿
2585,🤵🏽,39,925,0.0001%,🧝‍♀️
2586,💆🏿‍♀️,290,923,0.0001%,🦹🏻‍♂️
2587,🧕🏾,-151,918,0.0001%,🏄🏾
2588,🚵🏻‍♀️,74,915,0.0001%,👷🏽
2589,🧍🏽,-333,913,0.0001%,👩🏽‍🦱
2590,🙎🏾‍♂️,-48,913,0.0001%,💂‍♂️
2591,🏌🏽‍♂️,97,912,0.0001%,👨🏽
2592,🧒🏿,-137,911,0.0001%,🧎🏽‍♀️
2593,👩🏿,-86,908,0.0001%,🏊🏼‍♂️
2594,🧑🏼,-101,903,0.0001%,🛀🏾
2595,🙎🏾,105,902,0.0001%,🧘🏾‍♀️
2596,👮🏼,-65,898,0.0001%,👨‍🍼
2597,🧚🏽,266,891,0.0001%,🕵🏻‍♂️
2598,👰🏽,44,888,0.0001%,👮🏼‍♀️
2599,👮🏽‍♂️,134,883,0.0001%,👳🏿
2600,🦸🏼,-65,875,0.0001%,👨🏿‍🌾
2601,🖖🏾,-127,874,0.0001%,🫱🏼‍🫲🏻
2602,🧔🏽‍♂️,273,873,0.0001%,🧑🏾‍🦲
2603,🙎🏿,-28,872,0.0001%,🧑🏻‍⚖️
2604,🧓🏿,29,871,0.0001%,🧑🏻‍🏭
2605,👩🏻‍🔬,22,871,0.0001%,🦹🏼
2606,💁🏾‍♂️,-87,871,0.0001%,👩🏻‍⚖️
2607,🧔🏼‍♀️,43,864,0.0001%,🧔🏽
2608,🧑🏼‍🦽,201,856,0.0001%,🏋🏽‍♂️
2609,🙇🏿‍♀️,-110,855,0.0001%,🚴🏿
2610,🚶🏿‍♂️,215,854,0.0001%,🤾‍♀️
2611,🕵🏼,273,854,0.0001%,🏄🏾‍♂️
2612,👷🏽‍♂️,266,849,0.0001%,🏄🏼‍♂️
2613,👩🏼‍🦰,-123,847,0.0001%,👰🏼‍♂️
2614,🧜🏻‍♂️,3,845,0.0001%,👩🏽‍❤️‍👨🏽
2615,🤾‍♂️,109,842,0.0001%,🚶🏼‍♂️
2616,👩🏻‍❤️‍👨🏽,-118,841,0.0001%,💂🏻‍♂️
2617,🏌🏼,66,840,0.0001%,🧜🏻‍♂️
2618,🏂🏾,240,838,0.0001%,⛹️‍♂️
2619,👨🏻‍⚕️,-55,837,0.0001%,🏌️‍♂️
2620,👩🏻‍🔧,40,834,0.0001%,🧑🏻‍💼
2621,🙅🏿‍♀️,-104,834,0.0001%,💁🏾
2622,💂‍♀️,14,834,0.0001%,🏇🏾
2623,💁🏾,-2,832,0.0001%,🏋🏼‍♂️
2624,👰‍♂️,-74,831,0.0001%,🤵🏽
2625,🏌🏽,98,830,0.0001%,👮🏿
2626,🫱🏻‍🫲🏾,48,829,0.0001%,👧🏾
2627,🏋🏼‍♂️,-4,828,0.0001%,👩🏻‍🔬
2628,👨🏻‍🎓,67,822,0.0001%,👩🏻‍❤️‍💋‍👨🏼
2629,🤶🏾,-189,815,0.0001%,👨🏻‍🔧
2630,🧑🏿,-165,814,0.0001%,👳‍♂️
2631,🏊🏾,356,814,0.0001%,🤸🏼‍♂️
2632,🧘🏾‍♀️,-37,813,0.0001%,🧚🏿‍♀️
2633,🏄🏿‍♀️,592,811,0.0001%,🧓🏿
2634,🧖🏼,-73,810,0.0001%,🧎‍♂️
2635,🧑🏻‍🎨,41,810,0.0001%,👩🏼‍🎓
2636,👩🏼‍🍳,-93,809,0.0001%,💂‍♀️
2637,👷‍♀️,88,807,0.0001%,🧑🏼‍🍳
2638,👨🏾‍🏫,507,807,0.0001%,💇🏽‍♀️
2639,👴🏾,83,807,0.0001%,🧜‍♂️
2640,👮🏼‍♀️,-42,804,0.0001%,👱‍♂️
2641,🧑🏽,-97,803,0.0001%,👩🏻‍✈️
2642,🧓🏽,4,802,0.0001%,👰🏽
2643,👩🏼‍⚕️,-123,799,0.0001%,🧑🏻‍🔬
2644,🧑🏾‍🦲,-42,799,0.0001%,🧑🏿‍🦼
2645,🧎🏼,182,797,0.0001%,👨‍🌾
2646,🏋🏿,19,792,0.0001%,🧓🏽
2647,🙍🏾,125,789,0.0001%,👨‍✈️
2648,🏄🏽‍♀️,30,787,0.0001%,⛹🏼‍♀️
2649,👮🏽,147,786,0.0001%,🦸🏼‍♂️
2650,🧑🏿‍🍼,191,786,0.0001%,🧔🏼‍♀️
2651,👨🏻‍🔧,-22,785,0.0001%,🏋🏾‍♀️
2652,🏇🏽,-106,780,0.0001%,🏌️‍♀️
2653,🚶🏾‍♂️,-121,775,0.0001%,🙎🏾‍♀️
2654,🧚🏿‍♂️,19,775,0.0001%,👳🏻‍♂️
2655,🦹🏼‍♀️,96,771,0.0001%,💁🏿‍♂️
2656,🦹🏼,-51,770,0.0001%,🤹🏻‍♂️
2657,🚴🏽‍♀️,2,769,0.0001%,👨🏼
2658,🏋🏾,51,767,0.0001%,🧙🏼
2659,🏄🏼‍♀️,-90,767,0.0001%,🚴🏽‍♀️
2660,🚴🏿,-51,765,0.0001%,👩🏻‍🔧
2661,🙎🏼‍♂️,3,765,0.0001%,👩🏼‍💻
2662,👨🏽‍🦲,-137,765,0.0001%,🚵🏻‍♀️
2663,👨🏻‍🦱,-139,764,0.0001%,👩🏼‍🎤
2664,👱‍♂️,-24,764,0.0001%,🙎🏼‍♂️
2665,🧙🏽‍♂️,25,764,0.0001%,🏋🏿
2666,🧑🏻‍🔬,-23,763,0.0001%,🧔‍♂️
2667,🧔‍♂️,-1,762,0.0001%,🦻🏾
2668,👮🏼‍♂️,-86,758,0.0001%,👨🏼‍🦲
2669,🕵🏻‍♂️,-72,757,0.0001%,👨🏻‍🦽
2670,🤵‍♂️,9,752,0.0001%,🚶🏾
2671,👸🏿,-188,750,0.0001%,👨🏾
2672,👳🏻‍♂️,-18,745,0.0001%,🧘🏽
2673,👨🏽,-82,744,0.0001%,🧚🏿‍♂️
2674,🧜🏾‍♀️,34,743,0.0001%,🫱🏻‍🫲🏾
2675,🚶🏿,-91,742,0.0001%,🤵🏿‍♂️
2676,🚴🏽‍♂️,164,737,0.0001%,🧑🏻‍🎨
2677,👩🏾,-175,734,0.0001%,🚶🏾‍♀️
2678,🧍🏼‍♂️,-142,732,0.0001%,🏄🏽‍♀️
2679,🧘🏽,-7,729,0.0001%,🤵‍♂️
2680,🦸🏼‍♂️,-31,729,0.0001%,👨‍🦱
2681,🧝🏻‍♂️,39,728,0.0001%,🧙🏼‍♂️
2682,👨🏻‍🚒,44,728,0.0001%,🧘🏿‍♂️
2683,🏌️‍♀️,-31,722,0.0001%,🏌🏼
2684,💂🏻‍♂️,-68,719,0.0001%,🙍🏿‍♀️
2685,🧎🏽‍♀️,-93,719,0.0001%,🧑🏿‍💻
2686,👨‍🌾,-41,716,0.0001%,🧛🏿
2687,🤾🏼‍♀️,44,714,0.0001%,👰🏾
2688,🙆🏿‍♀️,-149,713,0.0001%,🏌🏽‍♂️
2689,🧑🏼‍🏫,159,713,0.0001%,🧑🏿‍🦽
2690,🙎🏾‍♀️,-37,711,0.0001%,🧙🏽‍♂️
2691,👨🏽‍🍳,186,710,0.0001%,🫱🏽‍🫲🏾
2692,👰🏽‍♀️,-140,710,0.0001%,🫄🏾
2693,👨‍✈️,-46,708,0.0001%,👨🏻‍🦯
2694,👩🏽‍🍼,46,708,0.0001%,🦸🏿
2695,🧛🏼‍♀️,-209,706,0.0001%,👨🏻‍🎓
2696,🧑🏼‍🦳,96,706,0.0001%,💁🏿
2697,👨‍🍼,-101,706,0.0001%,🧝‍♂️
2698,🏇🏿,-133,704,0.0001%,💇🏼
2699,👩🏼‍🎓,-64,701,0.0001%,👩🏼‍🦳
2700,⛹️‍♂️,-82,701,0.0001%,🙎🏾
2701,🧙🏼,-43,700,0.0001%,👨🏿‍❤️‍💋‍👨🏿
2702,🤵🏿,-134,699,0.0001%,👨‍🦳
2703,🧙🏼‍♂️,-22,697,0.0001%,💁🏿‍♀️
2704,🚵‍♀️,106,693,0.0001%,🚴🏼‍♂️
2705,👷🏼,60,693,0.0001%,🏋🏾‍♂️
2706,🤸🏾,43,686,0.0001%,👲🏿
2707,💆🏿,38,684,0.0001%,🤽‍♂️
2708,👨🏻‍✈️,113,683,0.0001%,🧜🏾‍♀️
2709,👨🏽‍💻,208,680,0.0001%,🏋🏾
2710,🧏🏿‍♀️,-263,680,0.0001%,🤸🏿‍♂️
2711,🏄🏿,36,678,0.0001%,🫱🏼‍🫲🏾
2712,🧜🏼,41,668,0.0001%,🫱🏾‍🫲🏽
2713,🧑🏼‍🍳,-76,668,0.0001%,⛹🏻‍♂️
2714,🧝‍♂️,-17,668,0.0001%,👨🏻‍🎤
2715,💆🏿‍♂️,3,667,0.0001%,🫱🏿‍🫲🏻
2716,🚶🏾‍♀️,-39,666,0.0001%,🏂🏽
2717,👩🏽‍❤️‍👨🏽,-103,666,0.0001%,🤸🏽‍♂️
2718,🚴🏼‍♂️,-14,664,0.0001%,💆🏿‍♂️
2719,🚣‍♀️,57,664,0.0001%,🧙🏿‍♂️
2720,🤽‍♀️,60,664,0.0001%,🧝🏻‍♂️
2721,👮🏾,184,663,0.0001%,👱🏽‍♀️
2722,💇🏼,-24,662,0.0001%,👴🏾
2723,🚶🏼‍♂️,-108,661,0.0001%,🏌🏽
2724,👨‍🦰,44,659,0.0001%,🤾‍♂️
2725,👨🏻‍🦼,231,659,0.0001%,👷‍♀️
2726,👳‍♂️,-96,652,0.0001%,👨🏻‍🚒
2727,🤸🏽‍♂️,-10,650,0.0001%,🙎🏿‍♀️
2728,👨‍⚖️,90,649,0.0001%,🧑🏾
2729,🧗‍♀️,15,648,0.0001%,👧🏿
2730,🧖🏿,8,647,0.0001%,👱🏻‍♂️
2731,🏌🏽‍♀️,121,645,0.0001%,🤾🏼‍♀️
2732,👮🏿,-107,643,0.0001%,🧖‍♂️
2733,👨‍🚀,44,643,0.0001%,👮🏽‍♂️
2734,👩🏽‍🦱,-145,642,0.0001%,🦸🏽
2735,🏋🏾‍♀️,-84,641,0.0001%,🙍🏾‍♂️
2736,👩🏼‍🦯,22,640,0.0001%,🏊🏽‍♀️
2737,💁🏿,-41,637,0.0001%,🧘🏼‍♂️
2738,🫄🏾,-46,637,0.0001%,🧖🏿
2739,🫱🏼‍🫲🏾,-28,633,0.0001%,🏋🏿‍♂️
2740,🚴🏾,213,629,0.0001%,👩🏽‍🍼
2741,🧘🏽‍♂️,5,629,0.0001%,👩🏼‍🦽
2742,🙎🏿‍♂️,-375,627,0.0001%,👩🏽‍❤️‍💋‍👨🏻
2743,🧙🏿‍♂️,-24,626,0.0001%,🧑🏼‍🍼
2744,🧖‍♂️,-12,624,0.0001%,🧗‍♀️
2745,👩🏻‍🏭,104,622,0.0001%,💆🏿
2746,🤵‍♀️,78,621,0.0001%,🧘🏽‍♂️
2747,🏇🏾,-125,621,0.0001%,🏄🏿
2748,🧑🏽‍💻,315,620,0.0001%,👨🏼‍🍳
2749,👨🏻‍🦳,11,619,0.0001%,🤸🏾
2750,👩🏽‍❤️‍💋‍👨🏻,-8,619,0.0001%,👱🏼
2751,👨🏿‍🦽,13,612,0.0001%,🦹🏼‍♀️
2752,🧑🏼‍🍼,-9,612,0.0001%,🚴🏽
2753,🏃‍➡️,209,609,0.0001%,🧜🏼
2754,🧍🏾‍♂️,-197,605,0.0001%,🧑🏿‍🦱
2755,🧚🏿,65,603,0.0001%,👨🏿‍🦱
2756,👩🏽‍🏫,82,602,0.0001%,👩🏼‍🦱
2757,🏋🏾‍♂️,-52,598,0.0001%,🤾🏻‍♂️
2758,🧑🏽‍🏫,310,598,0.0001%,👩🏼‍🦯
2759,🦻🏾,-92,598,0.0001%,🧑🏼‍🚀
2760,🤶🏿,-296,597,0.0001%,👨🏻‍🦳
2761,👰🏾,-74,596,0.0001%,👩🏽‍🍳
2762,🧝🏼‍♀️,49,593,0.0001%,🧔🏼
2763,🧖🏽,15,591,0.0001%,💇🏿
2764,👰🏼‍♂️,-151,590,0.0001%,👨🏿‍🦽
2765,💇🏿,-2,588,0.0001%,👷🏼
2766,👱🏻‍♂️,-36,586,0.0001%,🧚🏼‍♂️
2767,👩🏼‍🎤,-104,586,0.0001%,🦸🏽‍♂️
2768,🤸🏿‍♀️,-195,586,0.0001%,👨‍🦰
2769,🙍🏿‍♀️,-85,584,0.0001%,🧛🏿‍♂️
2770,🧑🏿‍🦽,-81,580,0.0001%,👩🏼‍❤️‍💋‍👨🏻
2771,👩🏼‍🦽,-30,579,0.0001%,⛹🏿
2772,👨🏾‍🦲,19,578,0.0001%,🙍🏾
2773,🤹🏼,64,576,0.0001%,🧑🏿‍🦯
2774,🤵🏼‍♀️,19,572,0.0001%,🧘🏿
2775,👨🏻‍🦰,111,572,0.0001%,🏊🏽
2776,⛹🏻‍♂️,-63,569,0.0001%,🚣‍♀️
2777,🦸🏽,-43,569,0.0001%,👨‍🚀
2778,👧🏾,-152,568,0.0001%,🧖🏽
2779,🧑🏿‍🦯,-6,568,0.0001%,🦸🏿‍♂️
2780,🧘🏿‍♂️,-98,562,0.0001%,🤽‍♀️
2781,🏄🏿‍♂️,85,562,0.0001%,🤹🏼‍♀️
2782,👩🏼‍💻,-121,560,0.0001%,🧒🏾
2783,👷🏼‍♂️,31,560,0.0001%,🙍🏼‍♂️
2784,👩🏼‍🦳,-85,560,0.0001%,👮🏿‍♂️
2785,🤾🏼,127,559,0.0001%,🧛🏼
2786,🚵🏻‍♂️,206,559,0.0001%,🤹🏽‍♂️
2787,👨‍🦱,-107,559,0.0001%,👩🏼‍💼
2788,🤾🏻‍♂️,-31,558,0.0001%,🤵🏼‍♂️
2789,🧘🏼‍♂️,-52,558,0.0001%,👩🏽‍❤️‍👨🏻
2790,👮🏽‍♀️,53,557,0.0001%,🫱🏽‍🫲🏼
2791,🧘🏾,40,554,0.0001%,👨🏾‍🦲
2792,👨🏻‍🚀,134,553,0.0001%,🧑🏼‍🦳
2793,🧑🏼‍🦯,10,551,0.0001%,🤵🏼‍♀️
2794,🚵‍♂️,73,550,0.0001%,👳‍♀️
2795,🧑🏽‍🦯,190,550,0.0001%,👨‍🦼
2796,🧙🏾‍♂️,20,550,0.0001%,👮🏽
2797,🤽🏻‍♂️,121,549,0.0001%,🦸🏽‍♀️
2798,👨‍🔬,130,549,0.0001%,👩🏼‍❤️‍💋‍👨🏽
2799,🤹🏽‍♂️,-13,548,0.0001%,🏌🏼‍♀️
2800,🫱🏽‍🫲🏼,-10,547,0.0001%,🕵🏼‍♀️
2801,🏌🏾,169,543,0.0001%,🧜🏿‍♀️
2802,👷🏽,-214,542,0.0001%,⛹🏼
2803,🦹🏽,141,541,0.0001%,🧑🏼‍🦯
2804,👳🏼,57,539,0.0001%,👲🏼
2805,👦🏾,64,538,0.0001%,👰🏿‍♀️
2806,🧛🏼,-21,536,0.0001%,⛹🏿‍♂️
